16.062561, 766.974793, 767.654379 
17.080139, 727.575267, 728.106007 
19.072327, 688.921128, 689.018259 
22.045959, 658.027060, 657.647699 
23.994690, 308.059487, 308.141125 
26.991272, 597.331181, 597.403601 
29.992737, 309.181450, 309.115281 
34.058167, 529.817951, 529.793134 
37.995667, 298.769745, 296.757596 
42.148499, 520.628918, 520.923952 
47.158264, 509.584903, 511.007135 
51.997620, 288.615359, 288.547543 
58.021545, 500.459919, 500.223496 
65.129944, 512.504390, 511.729174 
72.117249, 517.495958, 517.810169 
81.140686, 510.810499, 511.519309 
90.101624, 501.662260, 501.639601 
100.156311, 494.588211, 493.353463 
112.062073, 507.499170, 507.595503 
124.985413, 508.112098, 508.267108 
138.981995, 499.876288, 500.780625 
155.274963, 510.903085, 511.094194 
173.292542, 505.763960, 505.943581 
193.166565, 500.159700, 500.821578 
215.034729, 522.141115, 522.111429 
239.040588, 511.929938, 512.251394 
267.373596, 527.438436, 524.887279 
297.293030, 515.933187, 516.145885 
331.069397, 512.301666, 512.453543 
369.060120, 518.094361, 518.371027 
412.280334, 529.072667, 513.355305 
459.231506, 507.307016, 500.786507 
512.244202, 530.604805, 522.528461 
570.388733, 491.039683, 502.517425 
634.803772, 507.562963, 497.366116 
708.474670, 520.480912, 513.498295 
788.819885, 518.802842, 513.006271 
879.029846, 529.132198, 509.911551 
979.983459, 508.901360, 510.037276 
1092.612366, 454.422259, 497.595211 
1216.810608, 446.329707, 509.452326 
1356.886292, 437.061950, 502.541681 
1511.873108, 436.334358, 512.734626 
1685.487366, 437.317454, 509.145531 
1878.003479, 441.621780, 511.069118 
2092.347717, 430.141100, 519.715978 
2331.833557, 438.923050, 505.188535 
2598.609924, 432.365886, 505.609780 
2896.626038, 427.145149, 504.032031 
3226.772522, 428.308073, 513.352670 
3597.188049, 419.346620, 512.221487 
4009.461975, 427.325228, 513.780931 
4467.042542, 430.918199, 507.752248 
4977.963928, 432.172112, 515.461561 
5546.758362, 438.264206, 515.256267 
6180.662170, 433.894559, 520.445615 
6887.703186, 433.924494, 510.605384 
7676.771545, 432.713226, 512.519497 
8554.804749, 440.590197, 514.065594 
9535.217346, 433.666334, 508.139828 
10623.489319, 434.963363, 520.314673 
11838.460022, 430.219410, 517.638451 
13194.470764, 427.340692, 514.087909 
14703.457092, 426.970614, 514.056411 
16386.000061, 415.873753, 486.071619 
 
