16.062561, 765.602781, 766.226191 
17.080139, 721.630438, 721.726652 
19.072327, 694.685965, 694.764819 
22.045959, 666.512535, 665.941000 
23.994690, 308.004896, 308.128469 
26.991272, 598.210989, 598.227227 
29.992737, 309.350328, 309.245656 
34.058167, 528.060437, 527.804019 
37.995667, 297.341480, 296.885451 
42.148499, 518.425706, 518.744822 
47.158264, 514.687848, 514.644067 
51.997620, 288.812907, 288.721984 
58.021545, 501.676345, 501.782177 
65.129944, 510.206067, 510.165070 
72.117249, 518.356964, 518.266180 
81.140686, 510.663877, 510.956990 
90.101624, 500.947758, 500.750626 
100.156311, 493.162620, 493.126544 
112.062073, 507.216557, 507.031273 
124.985413, 506.457650, 506.428640 
138.981995, 499.664177, 499.558396 
155.274963, 510.766809, 510.973675 
173.292542, 505.460218, 506.719373 
193.166565, 502.723227, 502.836003 
215.034729, 521.413854, 521.357056 
239.040588, 512.788990, 512.687413 
267.373596, 525.103917, 525.475970 
297.293030, 516.429472, 516.243763 
331.069397, 512.807658, 512.869270 
369.060120, 517.311287, 518.212738 
412.280334, 529.214112, 529.679081 
459.231506, 508.113041, 508.395267 
512.244202, 529.409743, 529.446170 
570.388733, 492.821078, 493.099802 
634.803772, 509.250400, 509.474754 
708.474670, 521.839029, 522.024762 
788.819885, 518.589215, 519.203037 
879.029846, 529.777723, 530.510580 
979.983459, 508.700139, 508.581248 
1092.612366, 457.929264, 458.142696 
1216.810608, 447.517010, 447.711003 
1356.886292, 436.552083, 437.219168 
1511.873108, 436.907294, 437.175706 
1685.487366, 440.398604, 446.063614 
1878.003479, 441.858485, 465.025449 
2092.347717, 430.116211, 451.634113 
2331.833557, 438.590668, 448.980069 
2598.609924, 432.831664, 451.717518 
2896.626038, 427.433189, 452.319589 
3226.772522, 429.398592, 456.342264 
3597.188049, 421.545329, 468.698020 
4009.461975, 428.914767, 476.835269 
4467.042542, 431.475542, 455.188131 
4977.963928, 434.055879, 473.838369 
5546.758362, 438.669465, 464.613212 
6180.662170, 435.189564, 459.227341 
6887.703186, 434.113309, 447.693319 
7676.771545, 433.263658, 448.145612 
8554.804749, 441.110398, 468.808805 
9535.217346, 434.034583, 446.832873 
10623.489319, 435.683423, 458.323833 
11838.460022, 430.667227, 457.953605 
13194.470764, 427.448735, 429.963544 
14703.457092, 427.145041, 434.318570 
16386.000061, 415.398128, 433.941483 
 
